Cell type,Gene ID,Gene name,Gene biotype,FC,FDR,,,,,
Neu-NRGN-I,ENSG00000173660,UQCRH,protein_coding,1.632504708,2.1149E-196,,,,,
Neu-NRGN-I,ENSG00000197457,STMN3,protein_coding,1.529300175,4.7463E-194,,,,,
Neu-NRGN-I,ENSG00000154917,RAB6B,protein_coding,1.584828995,5.1189E-194,,,,,
Neu-NRGN-I,ENSG00000164951,PDP1,protein_coding,1.555241878,1.1751E-193,,,,,
Neu-NRGN-I,ENSG00000132718,SYT11,protein_coding,1.578301481,3.7398E-190,,,,,
Neu-NRGN-I,ENSG00000102409,BEX4,protein_coding,1.539171776,1.0453E-188,,,,,
Neu-NRGN-I,ENSG00000242173,ARHGDIG,protein_coding,1.400864086,6.7149E-188,,,,,
Neu-NRGN-I,ENSG00000221890,NPTXR,protein_coding,1.773829675,1.3134E-187,,,,,
Neu-NRGN-I,ENSG00000092096,SLC22A17,protein_coding,1.590157987,8.4284E-187,,,,,
Neu-NRGN-I,ENSG00000130540,SULT4A1,protein_coding,1.531607451,3.6497E-186,,,,,
Neu-NRGN-I,ENSG00000054356,PTPRN,protein_coding,1.559661641,4.7692E-186,,,,,
Neu-NRGN-I,ENSG00000184009,ACTG1,protein_coding,1.529347076,3.3502E-184,,,,,
Neu-NRGN-I,ENSG00000165023,DIRAS2,protein_coding,1.562800715,1.2116E-183,,,,,
Neu-NRGN-I,ENSG00000185518,SV2B,protein_coding,1.640399895,1.0546E-182,,,,,
Neu-NRGN-I,ENSG00000164924,YWHAZ,protein_coding,1.574852808,2.4237E-182,,,,,
Neu-NRGN-I,ENSG00000172270,BSG,protein_coding,1.546446516,5.3576E-182,,,,,
Neu-NRGN-I,ENSG00000110955,ATP5B,protein_coding,1.520708652,3.7797E-181,,,,,
Neu-NRGN-I,ENSG00000176788,BASP1,protein_coding,1.546670912,5.0418E-181,,,,,
Neu-NRGN-I,ENSG00000188191,PRKAR1B,protein_coding,1.587518887,1.1913E-179,,,,,
Neu-NRGN-I,ENSG00000127824,TUBA4A,protein_coding,1.447748727,2.132E-179,,,,,
Neu-NRGN-I,ENSG00000084234,APLP2,protein_coding,1.569253742,3.8874E-179,,,,,
Neu-NRGN-I,ENSG00000254999,BRK1,protein_coding,1.433846175,7.3099E-179,,,,,
Neu-NRGN-I,ENSG00000169567,HINT1,protein_coding,1.545624331,1.1115E-178,,,,,
Neu-NRGN-I,ENSG00000071553,ATP6AP1,protein_coding,1.439735113,7.408E-178,,,,,
Neu-NRGN-I,ENSG00000112335,SNX3,protein_coding,1.440241624,1.6809E-177,,,,,
Neu-NRGN-I,ENSG00000174437,ATP2A2,protein_coding,1.526053529,2.4228E-176,,,,,
Neu-NRGN-I,ENSG00000130294,KIF1A,protein_coding,1.525069949,6.0883E-176,,,,,
Neu-NRGN-I,ENSG00000160932,LY6E,protein_coding,1.349601101,3.3889E-175,,,,,
Neu-NRGN-I,ENSG00000058404,CAMK2B,protein_coding,1.545429392,7.8638E-175,,,,,
Neu-NRGN-I,ENSG00000113558,SKP1,protein_coding,1.505264977,5.4747E-174,,,,,
Neu-NRGN-I,ENSG00000144834,TAGLN3,protein_coding,1.495590118,5.8121E-174,,,,,
Neu-NRGN-I,ENSG00000124785,NRN1,protein_coding,1.34956896,6.5204E-174,,,,,
Neu-NRGN-I,ENSG00000109971,HSPA8,protein_coding,1.490586548,1.1754E-173,,,,,
Neu-NRGN-I,ENSG00000189241,TSPYL1,protein_coding,1.558448796,2.3262E-173,,,,,
Neu-NRGN-I,ENSG00000136531,SCN2A,protein_coding,1.484218477,5.3443E-173,,,,,
Neu-NRGN-I,ENSG00000180155,LYNX1,protein_coding,1.329589339,7.2484E-173,,,,,
Neu-NRGN-I,ENSG00000162545,CAMK2N1,protein_coding,1.629144729,8.0608E-173,,,,,
Neu-NRGN-I,ENSG00000174684,B4GAT1,protein_coding,1.430436292,1.3908E-172,,,,,
Neu-NRGN-I,ENSG00000172247,C1QTNF4,protein_coding,1.412260126,3.5611E-171,,,,,
Neu-NRGN-I,ENSG00000136238,RAC1,protein_coding,1.417730077,2.8628E-170,,,,,
Neu-NRGN-I,ENSG00000109180,OCIAD1,protein_coding,1.483348238,3.7283E-170,,,,,
Neu-NRGN-I,ENSG00000100321,SYNGR1,protein_coding,1.466809111,5.6034E-170,,,,,
Neu-NRGN-I,ENSG00000101856,PGRMC1,protein_coding,1.458505464,7.9511E-170,,,,,
Neu-NRGN-I,ENSG00000081189,MEF2C,protein_coding,1.263143629,1.735E-167,,,,,
Neu-NRGN-I,ENSG00000197043,ANXA6,protein_coding,1.341351813,6.9134E-167,,,,,
Neu-NRGN-I,ENSG00000176749,CDK5R1,protein_coding,1.441735723,6.3073E-166,,,,,
Neu-NRGN-I,ENSG00000171159,C9orf16,protein_coding,1.425185984,5.8018E-165,,,,,
Neu-NRGN-I,ENSG00000176884,GRIN1,protein_coding,1.619507845,8.2983E-165,,,,,
Neu-NRGN-I,ENSG00000089199,CHGB,protein_coding,1.367148861,3.0715E-164,,,,,
Neu-NRGN-I,ENSG00000114573,ATP6V1A,protein_coding,1.471634128,3.8126E-164,,,,,
Neu-NRGN-I,ENSG00000142168,SOD1,protein_coding,1.464847325,4.4509E-163,,,,,
Neu-NRGN-I,ENSG00000157087,ATP2B2,protein_coding,1.544493087,4.9341E-162,,,,,
Neu-NRGN-I,ENSG00000176171,BNIP3,protein_coding,1.317774169,7.928E-162,,,,,
Neu-NRGN-I,ENSG00000143761,ARF1,protein_coding,1.395422211,1.5181E-161,,,,,
Neu-NRGN-I,ENSG00000108946,PRKAR1A,protein_coding,1.393721361,7.4779E-161,,,,,
Neu-NRGN-I,ENSG00000213190,MLLT11,protein_coding,1.361137329,1.3625E-160,,,,,
Neu-NRGN-I,ENSG00000008056,SYN1,protein_coding,1.415241143,5.7404E-160,,,,,
Neu-NRGN-I,ENSG00000159720,ATP6V0D1,protein_coding,1.347247768,7.5236E-160,,,,,
Neu-NRGN-I,ENSG00000153130,SCOC,protein_coding,1.367068935,7.6346E-160,,,,,
Neu-NRGN-I,ENSG00000134590,FAM127A,protein_coding,1.313950534,2.2869E-159,,,,,
Neu-NRGN-I,ENSG00000105404,RABAC1,protein_coding,1.346189241,4.9479E-159,,,,,
Neu-NRGN-I,ENSG00000188229,TUBB4B,protein_coding,1.27337772,5.5292E-156,,,,,
Neu-NRGN-I,ENSG00000164733,CTSB,protein_coding,1.345415824,2.6296E-155,,,,,
Neu-NRGN-I,ENSG00000101460,MAP1LC3A,protein_coding,1.389928521,2.2892E-153,,,,,
Neu-NRGN-I,ENSG00000097021,ACOT7,protein_coding,1.329938904,9.1402E-153,,,,,
Neu-NRGN-I,ENSG00000087460,GNAS,protein_coding,1.407711401,1.6274E-152,,,,,
Neu-NRGN-I,ENSG00000104833,TUBB4A,protein_coding,1.378443803,2.667E-152,,,,,
Neu-NRGN-I,ENSG00000086300,SNX10,protein_coding,1.347025855,1.4929E-151,,,,,
Neu-NRGN-I,ENSG00000120694,HSPH1,protein_coding,1.415494856,3.8388E-151,,,,,
Neu-NRGN-I,ENSG00000074800,ENO1,protein_coding,1.345754789,4.3955E-150,,,,,
Neu-NRGN-I,ENSG00000197102,DYNC1H1,protein_coding,1.399382328,5.1993E-149,,,,,
Neu-NRGN-I,ENSG00000128524,ATP6V1F,protein_coding,1.292101559,5.5188E-149,,,,,
Neu-NRGN-I,ENSG00000129990,SYT5,protein_coding,1.213965828,6.245E-149,,,,,
Neu-NRGN-I,ENSG00000221946,FXYD7,protein_coding,1.269440803,3.3979E-148,,,,,
Neu-NRGN-I,ENSG00000159164,SV2A,protein_coding,1.411388821,7.4531E-148,,,,,
Neu-NRGN-I,ENSG00000075415,SLC25A3,protein_coding,1.250933766,8.0635E-148,,,,,
Neu-NRGN-I,ENSG00000173812,EIF1,protein_coding,1.367815891,5.1009E-147,,,,,
Neu-NRGN-I,ENSG00000167468,GPX4,protein_coding,1.332078965,4.7666E-146,,,,,
Neu-NRGN-I,ENSG00000143774,GUK1,protein_coding,1.312695842,3.9039E-145,,,,,
Neu-NRGN-I,ENSG00000166448,TMEM130,protein_coding,1.322332679,5.3359E-145,,,,,
Neu-NRGN-I,ENSG00000165943,MOAP1,protein_coding,1.163108912,7.1116E-145,,,,,
Neu-NRGN-I,ENSG00000162188,GNG3,protein_coding,1.32393144,2.6208E-144,,,,,
Neu-NRGN-I,ENSG00000111726,CMAS,protein_coding,1.213010567,6.2768E-144,,,,,
Neu-NRGN-I,ENSG00000078902,TOLLIP,protein_coding,1.286068215,1.2881E-143,,,,,
Neu-NRGN-I,ENSG00000105568,PPP2R1A,protein_coding,1.33731628,1.4751E-143,,,,,
Neu-NRGN-I,ENSG00000022355,GABRA1,protein_coding,1.45172956,1.9534E-143,,,,,
Neu-NRGN-I,ENSG00000178719,GRINA,protein_coding,1.245820224,4.8242E-143,,,,,
Neu-NRGN-I,ENSG00000130770,ATPIF1,protein_coding,1.32661531,5.729E-143,,,,,
Neu-NRGN-I,ENSG00000132341,RAN,protein_coding,1.174806029,7.9004E-142,,,,,
Neu-NRGN-I,ENSG00000042753,AP2S1,protein_coding,1.208893092,1.7242E-141,,,,,
Neu-NRGN-I,ENSG00000172115,CYCS,protein_coding,1.273944011,1.1817E-140,,,,,
Neu-NRGN-I,ENSG00000130748,TMEM160,protein_coding,1.287752134,1.6745E-140,,,,,
Neu-NRGN-I,ENSG00000135916,ITM2C,protein_coding,1.309824209,2.034E-140,,,,,
Neu-NRGN-I,ENSG00000004059,ARF5,protein_coding,1.091851404,2.7154E-140,,,,,
Neu-NRGN-I,ENSG00000233954,UQCRHL,protein_coding,1.127168652,5.5112E-140,,,,,
Neu-NRGN-I,ENSG00000112697,TMEM30A,protein_coding,1.256222485,3.0755E-139,,,,,
Neu-NRGN-I,ENSG00000102226,USP11,protein_coding,1.315731736,6.1451E-139,,,,,
Neu-NRGN-I,ENSG00000113387,SUB1,protein_coding,1.328815277,1.5271E-138,,,,,
Neu-NRGN-I,ENSG00000164076,CAMKV,protein_coding,1.256942294,1.9956E-138,,,,,
Neu-NRGN-I,ENSG00000120053,GOT1,protein_coding,1.262497011,2.7363E-138,,,,,
Neu-NRGN-I,ENSG00000074590,NUAK1,protein_coding,1.333483023,2.6736E-137,,,,,
Neu-NRGN-I,ENSG00000183199,HSP90AB3P,processed_pseudogene,1.060090562,3.82E-137,,,,,
Neu-NRGN-I,ENSG00000174748,RPL15,protein_coding,1.297814169,4.1952E-136,,,,,
Neu-NRGN-I,ENSG00000112186,CAP2,protein_coding,1.403499438,6.9042E-136,,,,,
Neu-NRGN-I,ENSG00000050165,DKK3,protein_coding,1.311843901,1.1871E-135,,,,,
Neu-NRGN-I,ENSG00000106615,RHEB,protein_coding,1.230899283,1.8174E-135,,,,,
Neu-NRGN-I,ENSG00000107758,PPP3CB,protein_coding,1.321644912,1.5892E-134,,,,,
Neu-NRGN-I,ENSG00000144746,ARL6IP5,protein_coding,1.284157551,4.4285E-134,,,,,
Neu-NRGN-I,ENSG00000158828,PINK1,protein_coding,1.1482861,5.4628E-134,,,,,
Neu-NRGN-I,ENSG00000198961,PJA2,protein_coding,1.32876911,1.5385E-133,,,,,
Neu-NRGN-I,ENSG00000173267,SNCG,protein_coding,1.197804233,2.7098E-133,,,,,
Neu-NRGN-I,ENSG00000103316,CRYM,protein_coding,1.257947101,6.6394E-133,,,,,
Neu-NRGN-I,ENSG00000131437,KIF3A,protein_coding,1.313129101,1.2277E-132,,,,,
Neu-NRGN-I,ENSG00000131100,ATP6V1E1,protein_coding,1.239201966,1.8356E-132,,,,,
Neu-NRGN-I,ENSG00000159335,PTMS,protein_coding,1.188252912,5.9563E-132,,,,,
Neu-NRGN-I,ENSG00000140319,SRP14,protein_coding,1.29281469,8.2423E-132,,,,,
Neu-NRGN-I,ENSG00000034713,GABARAPL2,protein_coding,1.178384178,1.5028E-131,,,,,
Neu-NRGN-I,ENSG00000111716,LDHB,protein_coding,1.26489585,1.9379E-131,,,,,
Neu-NRGN-I,ENSG00000189043,NDUFA4,protein_coding,1.33838758,7.7114E-131,,,,,
Neu-NRGN-I,ENSG00000106089,STX1A,protein_coding,1.229696068,1.878E-130,,,,,
Neu-NRGN-I,ENSG00000184524,CEND1,protein_coding,1.194573611,3.0216E-130,,,,,
Neu-NRGN-I,ENSG00000100030,MAPK1,protein_coding,1.320005136,5.6316E-130,,,,,
Neu-NRGN-I,ENSG00000186577,C6orf1,protein_coding,1.053779857,6.3269E-128,,,,,
Neu-NRGN-I,ENSG00000108309,RUNDC3A,protein_coding,1.19501079,9.8804E-128,,,,,
Neu-NRGN-I,ENSG00000106367,AP1S1,protein_coding,1.097600448,1.4834E-127,,,,,
Neu-NRGN-I,ENSG00000114902,SPCS1,protein_coding,1.097462335,2.2281E-127,,,,,
Neu-NRGN-I,ENSG00000224411,HSP90AA2P,processed_pseudogene,1.077010257,4.9863E-127,,,,,
Neu-NRGN-I,ENSG00000163956,LRPAP1,protein_coding,1.086400725,2.3806E-126,,,,,
Neu-NRGN-I,ENSG00000136003,ISCU,protein_coding,1.066446353,5.178E-126,,,,,
Neu-NRGN-I,ENSG00000096092,TMEM14A,protein_coding,1.15312191,1.8465E-125,,,,,
Neu-NRGN-I,ENSG00000121905,HPCA,protein_coding,1.17882355,2.6185E-125,,,,,
Neu-NRGN-I,ENSG00000232112,TMA7,protein_coding,1.20981898,3.6183E-125,,,,,
Neu-NRGN-I,ENSG00000123119,NECAB1,protein_coding,1.353134346,1.0645E-124,,,,,
Neu-NRGN-I,ENSG00000198513,ATL1,protein_coding,1.265756416,2.0227E-124,,,,,
Neu-NRGN-I,ENSG00000198689,SLC9A6,protein_coding,1.175869045,3.2118E-124,,,,,
Neu-NRGN-I,ENSG00000020129,NCDN,protein_coding,1.234603319,3.3264E-124,,,,,
Neu-NRGN-I,ENSG00000173726,TOMM20,protein_coding,1.171754076,3.3264E-124,,,,,
Neu-NRGN-I,ENSG00000198794,SCAMP5,protein_coding,1.268746209,5.1567E-124,,,,,
Neu-NRGN-I,ENSG00000069329,VPS35,protein_coding,1.170515424,8.0936E-124,,,,,
Neu-NRGN-I,ENSG00000184076,UQCR10,protein_coding,1.198293923,1.4224E-123,,,,,
Neu-NRGN-I,ENSG00000139182,CLSTN3,protein_coding,1.263602144,9.1814E-123,,,,,
Neu-NRGN-I,ENSG00000124140,SLC12A5,protein_coding,1.241682517,1.0946E-122,,,,,
Neu-NRGN-I,ENSG00000176871,WSB2,protein_coding,1.110941588,3.2342E-122,,,,,
Neu-NRGN-I,ENSG00000102804,TSC22D1,protein_coding,1.249865535,6.6219E-122,,,,,
Neu-NRGN-I,ENSG00000123091,RNF11,protein_coding,1.197020194,5.7743E-121,,,,,
Neu-NRGN-I,ENSG00000184277,TM2D3,protein_coding,1.147880536,6.2727E-121,,,,,
Neu-NRGN-I,ENSG00000119125,GDA,protein_coding,1.222756924,1.0681E-120,,,,,
Neu-NRGN-I,ENSG00000127445,PIN1,protein_coding,1.123068698,1.9987E-120,,,,,
Neu-NRGN-I,ENSG00000250479,CHCHD10,protein_coding,1.081772596,4.1689E-119,,,,,
Neu-NRGN-I,ENSG00000055163,CYFIP2,protein_coding,1.245038137,1.4738E-118,,,,,
Neu-NRGN-I,ENSG00000069424,KCNAB2,protein_coding,1.096731662,1.5978E-118,,,,,
Neu-NRGN-I,ENSG00000084731,KIF3C,protein_coding,1.165552975,1.8674E-118,,,,,
Neu-NRGN-I,ENSG00000183036,PCP4,protein_coding,1.288896859,4.4517E-118,,,,,
Neu-NRGN-I,ENSG00000184515,BEX5,protein_coding,1.11462041,5.0164E-118,,,,,
Neu-NRGN-I,ENSG00000155980,KIF5A,protein_coding,1.128057198,6.0823E-117,,,,,
Neu-NRGN-I,ENSG00000155097,ATP6V1C1,protein_coding,1.110891357,9.5201E-117,,,,,
Neu-NRGN-I,ENSG00000185787,MORF4L1,protein_coding,1.218228402,4.5434E-116,,,,,
Neu-NRGN-I,ENSG00000154518,ATP5G3,protein_coding,1.077219661,7.015E-116,,,,,
Neu-NRGN-I,ENSG00000131143,COX4I1,protein_coding,1.209885247,1.4298E-115,,,,,
Neu-NRGN-I,ENSG00000107742,SPOCK2,protein_coding,1.157166393,2.1811E-114,,,,,
Neu-NRGN-I,ENSG00000118160,SLC8A2,protein_coding,1.116934341,4.7299E-114,,,,,
Neu-NRGN-I,ENSG00000100138,SNU13,protein_coding,1.0750128,2.929E-113,,,,,
Neu-NRGN-I,ENSG00000106123,EPHB6,protein_coding,1.089198751,3.5491E-113,,,,,
Neu-NRGN-I,ENSG00000198053,SIRPA,protein_coding,1.151087323,4.2724E-113,,,,,
Neu-NRGN-I,ENSG00000127184,COX7C,protein_coding,1.227676446,1.2171E-112,,,,,
Neu-NRGN-I,ENSG00000204681,GABBR1,protein_coding,1.194839544,1.7059E-112,,,,,
Neu-NRGN-I,ENSG00000173598,NUDT4,protein_coding,1.051200736,4.1508E-112,,,,,
Neu-NRGN-I,ENSG00000141367,CLTC,protein_coding,1.215305336,4.5013E-112,,,,,
Neu-NRGN-I,ENSG00000078668,VDAC3,protein_coding,1.073092274,6.2449E-112,,,,,
Neu-NRGN-I,ENSG00000197106,SLC6A17,protein_coding,1.142454486,7.4668E-112,,,,,
Neu-NRGN-I,ENSG00000186462,NAP1L2,protein_coding,1.046189377,9.7484E-112,,,,,
Neu-NRGN-I,ENSG00000089693,MLF2,protein_coding,1.039513806,1.9761E-111,,,,,
Neu-NRGN-I,ENSG00000179456,ZBTB18,protein_coding,1.154070474,1.8407E-110,,,,,
Neu-NRGN-I,ENSG00000174521,TTC9B,protein_coding,1.074921321,2.0199E-110,,,,,
Neu-NRGN-I,ENSG00000101182,PSMA7,protein_coding,1.001162715,2.6947E-110,,,,,
Neu-NRGN-I,ENSG00000128564,VGF,protein_coding,1.056065281,1.2144E-109,,,,,
Neu-NRGN-I,ENSG00000136928,GABBR2,protein_coding,1.211700752,6.1134E-109,,,,,
Neu-NRGN-I,ENSG00000105701,FKBP8,protein_coding,1.141249039,1.2768E-108,,,,,
Neu-NRGN-I,ENSG00000136888,ATP6V1G1,protein_coding,1.041203593,5.6969E-108,,,,,
Neu-NRGN-I,ENSG00000162734,PEA15,protein_coding,1.053476262,7.854E-108,,,,,
Neu-NRGN-I,ENSG00000070831,CDC42,protein_coding,1.101455059,7.9676E-108,,,,,
Neu-NRGN-I,ENSG00000137312,FLOT1,protein_coding,1.039221993,2.4027E-107,,,,,
Neu-NRGN-I,ENSG00000164061,BSN,protein_coding,1.128048022,3.6596E-107,,,,,
Neu-NRGN-I,ENSG00000140264,SERF2,protein_coding,1.137027974,4.5596E-107,,,,,
Neu-NRGN-I,ENSG00000117906,RCN2,protein_coding,1.066308227,1.2891E-106,,,,,
Neu-NRGN-I,ENSG00000006210,CX3CL1,protein_coding,1.068938846,1.8967E-106,,,,,
Neu-NRGN-I,ENSG00000008952,SEC62,protein_coding,1.191488339,9.68E-106,,,,,
Neu-NRGN-I,ENSG00000145864,GABRB2,protein_coding,1.257854809,1.2066E-105,,,,,
Neu-NRGN-I,ENSG00000171951,SCG2,protein_coding,1.134725791,1.4948E-105,,,,,
Neu-NRGN-I,ENSG00000063180,CA11,protein_coding,1.098407239,1.7582E-105,,,,,
Neu-NRGN-I,ENSG00000104964,AES,protein_coding,1.053751895,2.3839E-104,,,,,
Neu-NRGN-I,ENSG00000125827,TMX4,protein_coding,1.054763904,4.5203E-104,,,,,
Neu-NRGN-I,ENSG00000138757,G3BP2,protein_coding,1.130534533,2.0655E-103,,,,,
Neu-NRGN-I,ENSG00000184613,NELL2,protein_coding,1.184574378,8.6556E-103,,,,,
Neu-NRGN-I,ENSG00000089737,DDX24,protein_coding,1.101291581,3.2844E-101,,,,,
Neu-NRGN-I,ENSG00000102471,NDFIP2,protein_coding,1.108196749,3.8647E-101,,,,,
Neu-NRGN-I,ENSG00000015592,STMN4,protein_coding,1.081502232,5.2271E-100,,,,,
Neu-NRGN-I,ENSG00000072832,CRMP1,protein_coding,1.074797487,5.5183E-100,,,,,
Neu-NRGN-I,ENSG00000240694,PNMA2,protein_coding,1.079368175,2.0469E-99,,,,,
Neu-NRGN-I,ENSG00000106537,TSPAN13,protein_coding,1.004808246,5.6569E-99,,,,,
Neu-NRGN-I,ENSG00000117600,PLPPR4,protein_coding,1.170221003,6.4162E-99,,,,,
Neu-NRGN-I,ENSG00000143198,MGST3,protein_coding,1.063868509,1.37225E-97,,,,,
Neu-NRGN-I,ENSG00000110427,KIAA1549L,protein_coding,1.125607338,2.11902E-97,,,,,
Neu-NRGN-I,ENSG00000105270,CLIP3,protein_coding,1.027394309,2.28282E-97,,,,,
Neu-NRGN-I,ENSG00000121753,ADGRB2,protein_coding,1.011838101,4.65304E-97,,,,,
Neu-NRGN-I,ENSG00000061918,GUCY1B3,protein_coding,1.018358354,1.22795E-95,,,,,
Neu-NRGN-I,ENSG00000164187,LMBRD2,protein_coding,1.016696974,2.4138E-95,,,,,
Neu-NRGN-I,ENSG00000177511,ST8SIA3,protein_coding,1.008030157,2.59286E-95,,,,,
Neu-NRGN-I,ENSG00000152932,RAB3C,protein_coding,1.161040994,4.02379E-95,,,,,
Neu-NRGN-I,ENSG00000087086,FTL,protein_coding,1.113987554,5.63519E-94,,,,,
Neu-NRGN-I,ENSG00000138071,ACTR2,protein_coding,1.095183671,1.16146E-93,,,,,
Neu-NRGN-I,ENSG00000170315,UBB,protein_coding,1.066711246,2.16311E-91,,,,,
Neu-NRGN-I,ENSG00000109670,FBXW7,protein_coding,1.117703481,2.10231E-90,,,,,
Neu-NRGN-I,ENSG00000157152,SYN2,protein_coding,1.158505797,1.00139E-89,,,,,
Neu-NRGN-I,ENSG00000108953,YWHAE,protein_coding,1.062592325,4.20038E-89,,,,,
Neu-NRGN-I,ENSG00000135940,COX5B,protein_coding,1.000727082,1.00077E-88,,,,,
Neu-NRGN-I,ENSG00000054793,ATP9A,protein_coding,1.064241748,1.61579E-88,,,,,
Neu-NRGN-I,ENSG00000112290,WASF1,protein_coding,1.076394322,5.83566E-87,,,,,
Neu-NRGN-I,ENSG00000215105,TTC3P1,processed_pseudogene,1.019805819,5.75475E-86,,,,,
Neu-NRGN-I,ENSG00000124422,USP22,protein_coding,1.001614493,1.30258E-84,,,,,
Neu-NRGN-I,ENSG00000124172,ATP5E,protein_coding,1.037627067,1.88202E-84,,,,,
Neu-NRGN-I,ENSG00000170500,LONRF2,protein_coding,1.04556533,4.49437E-83,,,,,
Neu-NRGN-I,ENSG00000187109,NAP1L1,protein_coding,1.039317417,1.07193E-80,,,,,
Neu-NRGN-II,ENSG00000067715,SYT1,protein_coding,3.059171917,0,,,,,
Neu-NRGN-II,ENSG00000102003,SYP,protein_coding,2.706365192,0,,,,,
Neu-NRGN-II,ENSG00000115310,RTN4,protein_coding,2.154863142,0,,,,,
Neu-NRGN-II,ENSG00000128245,YWHAH,protein_coding,2.675469493,0,,,,,
Neu-NRGN-II,ENSG00000128656,CHN1,protein_coding,3.266016661,0,,,,,
Neu-NRGN-II,ENSG00000128989,ARPP19,protein_coding,2.777193242,0,,,,,
Neu-NRGN-II,ENSG00000131711,MAP1B,protein_coding,2.825512758,0,,,,,
Neu-NRGN-II,ENSG00000132639,SNAP25,protein_coding,2.519085051,0,,,,,
Neu-NRGN-II,ENSG00000133169,BEX1,protein_coding,2.647327726,0,,,,,
Neu-NRGN-II,ENSG00000133318,RTN3,protein_coding,2.564036086,0,,,,,
Neu-NRGN-II,ENSG00000139970,RTN1,protein_coding,2.828751572,0,,,,,
Neu-NRGN-II,ENSG00000154096,THY1,protein_coding,2.893679924,0,,,,,
Neu-NRGN-II,ENSG00000160014,CALM3,protein_coding,2.606209247,0,,,,,
Neu-NRGN-II,ENSG00000171617,ENC1,protein_coding,3.003866904,0,,,,,
Neu-NRGN-II,ENSG00000198668,CALM1,protein_coding,2.820766655,0,,,,,
Neu-NRGN-II,ENSG00000096384,HSP90AB1,protein_coding,2.443316364,0,,,,,
Neu-NRGN-II,ENSG00000123416,TUBA1B,protein_coding,2.596361006,0,,,,,
Neu-NRGN-II,ENSG00000143153,ATP1B1,protein_coding,2.61870469,0,,,,,
Neu-NRGN-II,ENSG00000171603,CLSTN1,protein_coding,2.453036795,0,,,,,
Neu-NRGN-II,ENSG00000117632,STMN1,protein_coding,2.497952704,0,,,,,
Neu-NRGN-II,ENSG00000105696,TMEM59L,protein_coding,2.502214886,0,,,,,
Neu-NRGN-II,ENSG00000163032,VSNL1,protein_coding,2.610821578,3.4365E-308,,,,,
Neu-NRGN-II,ENSG00000154146,NRGN,protein_coding,2.74468532,1.5672E-304,,,,,
Neu-NRGN-II,ENSG00000154277,UCHL1,protein_coding,2.602673498,2.8381E-303,,,,,
Neu-NRGN-II,ENSG00000130558,OLFM1,protein_coding,2.546508602,4.6433E-299,,,,,
Neu-NRGN-II,ENSG00000149925,ALDOA,protein_coding,2.52569297,1.7101E-298,,,,,
Neu-NRGN-II,ENSG00000166681,NGFRAP1,protein_coding,2.418407964,2.7746E-292,,,,,
Neu-NRGN-II,ENSG00000104435,STMN2,protein_coding,2.474298924,1.9524E-290,,,,,
Neu-NRGN-II,ENSG00000080824,HSP90AA1,protein_coding,2.276919183,3.7077E-287,,,,,
Neu-NRGN-II,ENSG00000137267,TUBB2A,protein_coding,2.525202959,7.1243E-277,,,,,
Neu-NRGN-II,ENSG00000111640,GAPDH,protein_coding,2.220660183,2.0664E-275,,,,,
Neu-NRGN-II,ENSG00000163399,ATP1A1,protein_coding,2.4293875,7.8542E-273,,,,,
Neu-NRGN-II,ENSG00000067225,PKM,protein_coding,2.278297592,4.3744E-268,,,,,
Neu-NRGN-II,ENSG00000133872,SARAF,protein_coding,2.158407454,7.7597E-267,,,,,
Neu-NRGN-II,ENSG00000156298,TSPAN7,protein_coding,2.280650779,1.1541E-265,,,,,
Neu-NRGN-II,ENSG00000070961,ATP2B1,protein_coding,2.26764928,1.2952E-265,,,,,
Neu-NRGN-II,ENSG00000163536,SERPINI1,protein_coding,2.361259741,1.5546E-265,,,,,
Neu-NRGN-II,ENSG00000187094,CCK,protein_coding,2.833168541,3.8665E-265,,,,,
Neu-NRGN-II,ENSG00000105223,PLD3,protein_coding,2.158853953,1.3514E-264,,,,,
Neu-NRGN-II,ENSG00000171867,PRNP,protein_coding,2.22295092,1.0971E-263,,,,,
Neu-NRGN-II,ENSG00000136854,STXBP1,protein_coding,2.300635115,5.4118E-262,,,,,
Neu-NRGN-II,ENSG00000111897,SERINC1,protein_coding,2.228266926,2.5568E-261,,,,,
Neu-NRGN-II,ENSG00000166922,SCG5,protein_coding,2.378523532,1.1815E-260,,,,,
Neu-NRGN-II,ENSG00000135472,FAIM2,protein_coding,2.2080279,6.8058E-258,,,,,
Neu-NRGN-II,ENSG00000034510,TMSB10,protein_coding,2.395502102,6.5212E-257,,,,,
Neu-NRGN-II,ENSG00000156976,EIF4A2,protein_coding,2.082634224,1.8552E-256,,,,,
Neu-NRGN-II,ENSG00000105649,RAB3A,protein_coding,2.269798179,2.0752E-255,,,,,
Neu-NRGN-II,ENSG00000178980,SEPW1,protein_coding,2.189763335,2.7862E-254,,,,,
Neu-NRGN-II,ENSG00000170027,YWHAG,protein_coding,2.296685916,9.991E-253,,,,,
Neu-NRGN-II,ENSG00000131507,NDFIP1,protein_coding,2.079102843,1.7325E-251,,,,,
Neu-NRGN-II,ENSG00000138078,PREPL,protein_coding,2.148042359,1.1088E-250,,,,,
Neu-NRGN-II,ENSG00000070808,CAMK2A,protein_coding,2.434301488,7.2568E-249,,,,,
Neu-NRGN-II,ENSG00000205542,TMSB4X,protein_coding,2.123497394,2.5992E-248,,,,,
